artist_ID,average tempo, average duration,average danceability
1,114.1288,267072.0,0.4701000000000001
2,103.04415384615385,287280.0,0.4417307692307693
3,77.37585714285714,328920.0,0.34828571428571425
4,88.66762962962964,262890.96296296304,0.4250740740740739
5,122.83585714285714,270436.14285714284,0.4671428571428572
6,122.51783333333334,218504.5,0.4843333333333333
7,134.819,135533.0,0.637
8,132.78799999999998,175693.0,0.7340000000000001
9,132.87660377358483,218352.96226415093,0.6507924528301889
10,141.94799999999995,160171.0,0.732
11,90.72883333333333,146886.33333333337,0.8266666666666668
12,126.677,141519.0,0.883
13,100.046,130375.0,0.923
14,117.67908695652172,149915.28985507245,0.7785507246376814
15,171.16766666666663,387293.66666666674,0.547
16,95.09033333333336,208493.66666666663,0.6296666666666667
17,103.08025000000002,255213.5,0.557125
18,89.494,311837.0,0.41
19,88.00299999999999,361440.0,0.731
20,99.403,221832.0,0.462
21,130.4178,193085.6,0.534
22,110.925,261253.33333333328,0.5936666666666667
23,116.97407070707077,234698.4848484849,0.6002525252525255
24,107.057,236644.0,0.513
25,171.032,192787.0,0.416
26,136.031,451765.0,0.88
27,144.653,273624.0,0.255
28,120.094,228206.0,0.5429999999999999
29,123.011,326632.0,0.7040000000000001
30,112.89189655172414,234111.1379310345,0.6240000000000001
31,83.8978,244528.8,0.6446000000000001
32,121.932,398106.0,0.696
33,136.578,277307.0,0.7859999999999999
34,145.14166666666668,213866.66666666663,0.452
35,115.60611764705885,235077.5294117647,0.5880000000000001
36,132.45,53000.0,0.6759999999999999
37,108.326,128980.4,0.6257999999999999
38,103.51823076923077,191426.23076923078,0.270423076923077
39,128.135,252027.0,0.6679999999999999
40,120.38427777777777,291628.22222222225,0.5635000000000002
41,114.973,182373.0,0.929
42,115.96383720930237,267593.23255813954,0.6880232558139535
43,127.987,270350.0,0.8
44,130.695,188373.0,0.564
45,126.05775,201327.0,0.35925
46,150.4695,148827.5,0.525
47,117.606,59520.0,0.682
48,122.8292,454772.2,0.7494
49,97.4035,193206.5,0.5894999999999999
50,120.939,113493.0,0.7390000000000001
51,129.99,434027.0,0.8029999999999999
52,128.4975,140750.0,0.7570000000000001
53,123.95533333333331,198440.66666666663,0.7507777777777779
54,129.00295238095242,172118.7142857143,0.5774285714285713
55,123.102,253227.0,0.565
56,121.79522222222224,274628.0,0.6799999999999999
57,128.019,344067.0,0.74
58,134.013,263163.0,0.701
59,125.7129516129033,251314.7741935484,0.7767903225806451
60,96.007,183554.0,0.588
61,120.113,93600.0,0.8140000000000001
62,126.075,338533.0,0.905
63,122.819,244133.0,0.7809999999999999
64,126.90122727272728,242195.7272727273,0.8787272727272728
65,134.06799999999998,274053.0,0.53
66,130.971,228208.0,0.6985
67,102.345,1428097.0,0.7879999999999999
68,112.91733333333336,162211.0,0.6538333333333334
69,127.01466666666666,235719.66666666663,0.8793333333333333
70,117.847,403467.0,0.851
71,133.57299999999998,257733.0,0.458
72,86.068,206500.0,0.447
73,125.5596,401533.52,0.67008
74,185.644,238053.0,0.238
75,116.05175,261773.25,0.235
76,102.411,190840.0,0.407
77,139.94299999999998,346653.0,0.35100000000000003
78,159.01279999999997,312737.4,0.21830000000000008
79,92.541,174000.0,0.606
80,97.2015,285170.0,0.4280000000000001
81,119.754,233000.0,0.583
82,79.497,248000.0,0.418
83,124.74985714285714,215792.2857142857,0.5174285714285713
84,68.1605,325000.0,0.15150000000000002
85,83.912,180000.0,0.434
86,102.357,158227.0,0.303
87,153.011,203867.0,0.728
88,83.272,436907.0,0.155
89,61.94300000000001,225000.0,0.204
90,127.944,225360.0,0.6920000000000001
91,80.113,235973.0,0.368
92,118.019,180000.0,0.628
93,110.251,268311.0,0.3206666666666667
94,142.6593333333333,392337.66666666674,0.6756666666666667
95,129.999,389677.0,0.799
96,109.956,189453.0,0.501
97,136.00799999999998,467647.0,0.713
98,124.0,419200.0,0.8059999999999999
99,100.02433333333332,101480.33333333331,0.3466666666666667
100,125.87227083333336,218541.70833333328,0.7913125000000001
101,139.616,278082.0,0.789
102,140.137,192000.0,0.536
103,129.34883333333332,157811.41666666663,0.7145
104,76.393,155893.0,0.514
105,169.66299999999995,192000.0,0.426
106,147.957,283000.0,0.591
107,135.043,214680.0,0.7559999999999999
108,92.525,240000.0,0.7070000000000001
109,126.7,105600.0,0.6859999999999999
110,134.48625,397431.0,0.6265
111,127.997,208731.0,0.8190000000000001
112,107.64694941634251,262554.96108949423,0.7766692607003892
113,119.985,226302.0,0.605
114,132.043,72720.0,0.5
115,125.0,436151.0,0.8
116,125.9775,308310.5,0.8270000000000001
117,89.17299999999999,169067.0,0.4330000000000001
118,130.069,247060.0,0.516
119,101.00828571428572,243436.2857142857,0.8957142857142857
120,103.9895,345866.5,0.5515000000000001
121,138.009,349547.0,0.645
122,127.944,225360.0,0.6920000000000001
123,124.36546153846157,235739.8461538461,0.5143333333333336
124,184.778,140213.0,0.094
125,121.11,202857.0,0.599
126,129.6644594594595,206774.7837837838,0.6261081081081082
127,100.4925,189020.5,0.8785000000000001
128,119.962,289587.0,0.772
129,160.079,198600.0,0.585
130,126.32705128205131,252840.28205128212,0.5249230769230768
131,141.0045,189087.5,0.8270000000000001
132,145.02200000000005,166949.0,0.8290000000000001
133,131.895,193533.0,0.792
134,113.991,254587.0,0.939
135,119.44566666666668,162462.5,0.5193333333333333
136,137.34049999999996,273486.5,0.6884999999999999
137,130.037,151641.0,0.833
138,116.5552142857143,189452.6428571429,0.6770714285714287
139,136.90222499999996,427377.25,0.6393249999999999
140,113.09100000000001,320777.66666666674,0.6696666666666666
141,95.19,358467.0,0.7190000000000001
142,125.001,349933.0,0.804
143,129.45975,243076.75,0.8034999999999999
144,137.49,146609.5,0.4695
145,99.655,249827.0,0.444
146,139.985,202293.0,0.5529999999999999
147,117.87649999999998,239673.33333333328,0.5286666666666667
148,76.09899999999998,162093.0,0.363
149,154.4345,158007.0,0.2655
150,134.64366666666663,133714.0,0.5386666666666667
151,91.179,311040.0,0.76
152,104.996,323209.0,0.67
153,117.36171428571429,168497.0,0.8485714285714285
154,126.15,372993.5,0.35700000000000004
155,127.944,225360.0,0.6920000000000001
156,149.72866666666667,177489.0,0.4383333333333333
157,130.486,256981.0,0.628
158,137.983,222433.0,0.727
159,121.155,295814.33333333326,0.5526666666666668
160,146.97340000000003,117086.2,0.7224000000000002
161,142.6011935483871,199902.70967741933,0.5456451612903226
162,102.1232702702703,233485.31531531533,0.7147117117117117
163,117.94366666666666,168044.33333333337,0.4961666666666667
164,125.0315,212434.0,0.8089999999999999
165,129.05700000000002,202511.0,0.6920000000000001
166,119.179,166827.0,0.669
167,78.001,352173.0,0.8420000000000001
168,137.033,171907.0,0.748
169,113.006,127434.0,0.7809999999999999
170,125.008,418546.0,0.68
171,133.01425,256279.75,0.8510000000000001
172,127.147125,119830.375,0.6432499999999999
173,125.23942857142859,223489.61904761905,0.6549047619047619
174,109.88745454545456,154665.9090909091,0.7004545454545454
175,103.893,189200.0,0.451
176,131.84266666666664,346739.33333333326,0.6186666666666666
177,114.581,167333.0,0.349
178,99.07033333333334,255970.2222222223,0.74
179,125.829,285533.0,0.6709999999999999
180,122.009,457041.0,0.908
181,140.005,510893.0,0.596
182,138.7,150853.0,0.195
183,138.971,96703.0,0.546
184,192.816,133454.0,0.6729999999999999
185,128.47750000000002,285153.5,0.5535
186,154.192,202391.0,0.525
187,150.02100000000004,180813.0,0.764
188,82.475,244075.0,0.4814999999999999
189,114.02475,277431.75,0.8113750000000001
190,127.03329629629627,312607.88888888893,0.8012962962962964
191,68.58266666666667,94000.0,0.2453333333333333
192,134.48533333333333,308240.0,0.2483333333333333
193,77.009,126250.0,0.748
194,94.801,340440.0,0.7440000000000001
195,129.9942,219407.8,0.6679999999999999
196,99.63854545454544,257654.5454545455,0.6179545454545454
197,119.0,214551.0,0.6789999999999999
198,132.09066666666664,217075.33333333328,0.596
199,115.005,235972.0,0.687
200,94.998,176640.0,0.932
201,124.875,229540.0,0.45
202,87.9,307440.0,0.8190000000000001
203,125.80057142857143,150807.7142857143,0.6051428571428571
204,95.402,307120.0,0.885
205,135.96699999999998,70398.5,0.4065
206,120.45941304347835,205763.0,0.7379565217391307
207,133.005,57750.0,0.537
208,113.739,218867.0,0.518
209,107.007,38293.0,0.5479999999999999
210,125.9155,344633.0,0.6950000000000001
211,147.90137931034482,216021.7931034483,0.4052068965517243
212,115.951,333987.0,0.5495
213,119.58,268800.0,0.5489999999999999
214,147.43173684210527,243360.57894736843,0.5188947368421054
215,100.811,311867.0,0.444
216,138.528,152445.0,0.41
217,119.11066666666666,229346.66666666663,0.6083333333333334
218,119.504,267107.0,0.6829999999999999
219,84.079,178907.0,0.7170000000000001
220,122.99535000000006,256041.95,0.5203500000000001
221,101.286,182859.66666666663,0.6759999999999999
222,122.29746153846152,167451.07692307697,0.4860769230769229
223,120.024,456293.0,0.807
224,170.113,203733.0,0.363
225,156.389,297240.0,0.212
226,126.6208,289517.4,0.7626000000000002
227,127.287,170071.0,0.6943333333333334
228,95.98714285714287,183657.1428571429,0.43614285714285705
229,95.096,332233.0,0.222
230,98.03071538461546,229795.1692307693,0.8264384615384616
231,132.78574999999998,233240.66666666663,0.7147500000000001
232,133.28333333333333,258788.0,0.7736666666666666
233,123.02630000000003,212142.2,0.691728571428571
234,124.99666666666668,202773.66666666663,0.7170000000000001
235,123.971,318333.0,0.542
236,132.0225,293733.5,0.7075
237,130.0055,439091.0,0.58
238,130.27200000000002,277307.0,0.589
239,105.446,193773.0,0.339
240,115.03130000000002,162829.3,0.6488
241,111.982,192707.0,0.35700000000000004
242,123.73246153846156,196964.0769230769,0.5081538461538464
243,145.377,189280.0,0.366
244,111.486,175640.0,0.508
245,107.54959999999998,167498.6,0.5442
246,115.71416666666666,186113.25,0.6196666666666668
247,114.62261904761904,184620.09523809524,0.6854761904761906
248,140.76712500000005,174145.125,0.63325
249,105.9,187787.0,0.564
250,123.45575,226476.5,0.75475
251,139.639625,202898.375,0.7373125
252,149.486,257773.0,0.52
253,134.963,292916.0,0.373
254,92.866,222440.0,0.7559999999999999
255,110.205,211653.0,0.411
256,111.89566666666668,161706.66666666663,0.622
257,117.035,308227.0,0.581
258,117.6618,327192.0,0.6914
259,150.91299999999995,219376.0,0.597
260,83.971,273400.0,0.7979999999999999
261,136.16992307692306,88775.61538461539,0.4152307692307693
262,122.98,400549.0,0.76
263,119.953,220030.0,0.968
264,122.031,166794.0,0.789
265,135.9975,269366.5,0.628
266,122.4745,194201.5,0.7410000000000001
267,122.79200709219856,236005.58156028372,0.5734539007092204
268,123.01850000000002,228853.1,0.6856
269,97.998,216747.0,0.768
270,132.017,58000.0,0.454
271,191.911,163053.0,0.612
272,120.09790000000002,176052.1,0.5291
273,125.994,267125.0,0.93
274,129.48244827586217,265618.4068965517,0.4685034482758624
275,119.997,169912.0,0.73
276,142.003,230348.0,0.7120000000000001
277,119.988,308000.0,0.653
278,126.92705882352942,173896.4705882353,0.40905882352941175
279,125.001,241934.0,0.823
280,66.243,263253.0,0.0744
281,160.007,219493.0,0.631
282,90.998,202340.0,0.75
283,109.85500000000002,174792.0,0.5748
284,81.963,216889.0,0.746
285,112.95875,159800.0,0.54725
286,113.01424137931036,216316.8620689655,0.6071724137931036
287,96.938,235000.0,0.732
288,120.163,210280.0,0.732
289,100.003,305394.0,0.7509999999999999
290,121.994,327967.0,0.648
291,119.972,179696.0,0.762
292,176.0,225000.0,0.6
293,127.9865,149770.0,0.8205
294,121.994,327967.0,0.648
295,178.135,277133.0,0.7
296,87.98299999999998,218973.0,0.815
297,128.47983333333332,143971.45833333337,0.5093749999999999
298,101.98066666666666,209840.0,0.8296666666666668
299,150.00799999999995,212558.0,0.648
300,115.052,318747.0,0.635
301,116.90799999999999,419474.45454545453,0.7382727272727273
302,113.62447311827957,188823.02150537635,0.4861827956989251
303,136.421,223080.0,0.601
304,120.49799999999998,240689.5,0.4875
305,118.8044642857143,222377.6071428572,0.5131785714285713
306,149.97899999999996,237778.0,0.6509999999999999
307,75.983,61070.0,0.7440000000000001
308,130.00036111111112,253091.8888888889,0.5918333333333332
309,106.717,81894.0,0.82
310,156.02450000000005,226842.33333333328,0.4291666666666667
311,138.05200000000002,274667.0,0.56
312,130.52212500000002,203576.0,0.6712499999999999
313,117.994,167184.0,0.904
314,123.686,245173.0,0.797
315,89.96799999999998,280842.0,0.409
316,141.44999999999996,212811.66666666663,0.3656666666666665
317,130.017,177225.0,0.5660000000000001
318,128.0485,66900.5,0.418
319,125.64407142857144,160595.5,0.6249285714285715
320,106.72633333333332,206626.33333333328,0.7066666666666667
321,119.704,226805.0,0.6656666666666666
322,99.189625,255168.375,0.731125
323,98.811,408920.0,0.665
324,135.713,154825.0,0.43
325,128.37500000000003,249890.0769230769,0.6826923076923077
326,134.339,325200.0,0.5579999999999999
327,156.072,168741.0,0.649
328,128.0343333333333,327985.0,0.6466666666666666
329,113.52949999999998,198966.5,0.8654999999999999
330,107.33917054263563,253276.8449612403,0.3486209302325584
331,126.084125,315113.25,0.7086875000000001
332,81.869,223893.0,0.325
333,103.2964,256189.0,0.6477999999999999
334,124.97513333333332,268627.66666666674,0.5503333333333333
335,112.494,157783.5,0.63275
336,110.019,176532.0,0.87
337,112.9401904761905,223718.76190476192,0.4895238095238093
338,88.855,409779.0,0.35200000000000004
339,77.982,291987.0,0.563
340,119.9395,227026.5,0.7354999999999999
341,116.77799999999998,196889.4,0.6617
342,76.744,123160.0,0.328
343,143.401,218853.5,0.6285000000000001
344,130.39625,241010.0,0.6609999999999999
345,131.60888888888888,260413.2222222223,0.3688888888888889
346,97.72350000000002,193000.0,0.35700000000000004
347,145.012,453103.0,0.569
348,126.726,291444.0,0.7286666666666667
349,115.01819999999996,236446.2,0.4779333333333333
350,115.82266666666666,187153.87179487172,0.5428205128205129
351,97.72775,334503.25,0.4895000000000001
352,125.004,204387.0,0.807
353,99.963,163960.0,0.62
354,106.046,591930.8,0.4162
355,100.048,506923.0,0.375
356,116.76653846153843,635444.0384615385,0.38073076923076943
357,131.624,153228.0,0.599
358,131.985,536364.0,0.638
359,95.668,204853.0,0.425
360,135.04399999999998,154480.0,0.475
361,161.644,188640.0,0.464
362,106.6,182811.0,0.439
363,127.006,360945.0,0.79
364,126.004,374573.0,0.777
365,125.4976,290328.0,0.4908
366,109.832,187800.0,0.518
367,120.875,184040.0,0.48825
368,106.4485,214059.5,0.722
369,94.013,203380.0,0.8660000000000001
370,87.27266666666668,197816.66666666663,0.5643333333333334
371,119.984,364000.0,0.861
372,126.67233333333333,470774.66666666674,0.7723333333333334
373,127.995,480467.0,0.845
374,128.02,372680.0,0.7909999999999999
375,136.72133333333332,3164934.333333333,0.171
376,79.765,79387.0,0.409
377,130.15880769230768,173367.28205128206,0.5444102564102561
378,97.842,253293.0,0.6990000000000001
379,131.562,223467.0,0.617
380,102.52516666666668,176395.5,0.25433333333333336
381,120.137,60000.0,0.633
382,105.995,272467.0,0.644
383,113.27333333333335,77575.5,0.6043333333333333
384,150.709,154773.0,0.162
385,160.019,196101.0,0.7020000000000001
386,170.668,262218.0,0.512
387,85.486,224661.0,0.688
388,91.86266666666668,248595.66666666663,0.75
389,135.035,469700.0,0.754
390,133.11925,155515.75,0.512625
391,212.98,102573.0,0.141
392,177.752,197493.0,0.402
393,137.97,83467.0,0.393
394,124.989,468480.0,0.897
395,113.019,189027.0,0.5589999999999999
396,104.0245,150542.75,0.5753000000000001
397,103.964,266160.0,0.17600000000000002
398,133.3905,166593.0,0.14665
399,107.84954545454548,253979.36363636365,0.333
400,100.09125000000006,302988.6847826087,0.2941815217391305
401,103.40217647058823,177083.82352941175,0.3559176470588235
402,121.4155,147007.0,0.757
403,115.5995,138003.5,0.43725
404,130.75727272727275,271338.1818181818,0.4254545454545454
405,178.493,184440.0,0.411
406,123.213,204227.0,0.7170000000000001
407,117.46600000000002,243959.0,0.5605384615384615
408,153.17214285714286,269339.4285714286,0.682142857142857
409,109.96,287947.0,0.777
410,126.773,454740.0,0.401
411,134.36981818181818,533344.0,0.6475454545454545
412,103.63219999999998,222997.4,0.7228000000000001
413,123.988,185073.0,0.725
414,128.012,285000.0,0.556
415,112.3541,172100.0,0.3816000000000001
416,94.30881818181818,237619.9090909091,0.8140000000000001
417,97.88474999999998,190994.5,0.406
418,140.041,291707.0,0.393
419,124.53912499999998,313795.0,0.32475
420,117.853,384867.0,0.321
421,120.021,188000.0,0.8079999999999999
422,152.0,243278.0,0.713
423,110.86633333333332,177904.66666666663,0.28800000000000003
424,111.35625,266423.25,0.60475
425,142.298,289168.0,0.174
426,108.43766666666666,314623.5,0.6048333333333332
427,139.998,450429.0,0.6409999999999999
428,137.59,102182.0,0.3773333333333333
429,138.003,503211.0,0.614
430,129.99200000000002,517294.0,0.7340000000000001
431,79.6445,284067.0,0.4215
432,120.005,384000.0,0.6609999999999999
433,131.2680526315789,177752.8947368421,0.6336842105263157
434,118.94088888888888,370526.0,0.6359999999999999
435,174.636,191240.0,0.33
436,109.099625,220406.625,0.595375
437,99.941,175788.0,0.8590000000000001
438,142.28900000000004,244880.0,0.5579999999999999
439,74.99,188014.0,0.595
440,138.0,69573.0,0.404
441,129.88299999999998,265700.0,0.5800000000000001
442,139.998,474857.0,0.54
443,113.40218181818165,213023.81818181818,0.5814343434343434
444,179.067,237347.0,0.274
445,148.165,35973.0,0.536
446,149.52640000000005,180520.2,0.5294
447,119.969,267777.0,0.45
448,125.324,189600.0,0.557
449,91.837,328120.0,0.171
450,153.4245,213169.0,0.637
451,128.04,396643.0,0.731
452,111.769,364102.69230769225,0.4112307692307692
453,128.11860000000004,221305.2,0.5482
454,103.64957142857143,213569.1428571429,0.6280714285714286
455,125.142,370357.0,0.795
456,137.007,84053.0,0.408
457,136.9875,477843.5,0.511
458,157.50677777777776,196246.0,0.5975555555555556
459,120.056,295754.0,0.735
460,119.08558823529415,209836.7058823529,0.5130588235294118
461,131.7906,349390.8,0.6304000000000001
462,139.48399999999998,400693.5,0.451
463,136.023,112947.0,0.415
464,119.983,250760.0,0.785
465,103.292,196487.0,0.5660000000000001
466,153.495,203493.0,0.6920000000000001
467,130.65533333333335,78339.0,0.5369999999999999
468,121.987,257705.0,0.888
469,129.864,209425.0,0.6729999999999999
470,88.434,60080.0,0.446
471,116.80155172413795,250497.96551724145,0.5652413793103448
472,87.90122222222222,328706.66666666674,0.4507777777777777
473,115.764,190015.0,0.5525
474,150.99,207400.0,0.4235
475,139.7843333333333,248186.33333333328,0.4296666666666665
476,98.477,134713.0,0.625
477,93.3165,177633.5,0.5335
478,150.454,237413.0,0.295
479,131.0132,174205.2,0.4272
480,94.4144,260191.6,0.6932
481,106.533,218538.0,0.83
482,207.679,147865.0,0.28
483,94.312,329500.0,0.42
484,145.918,116467.0,0.581
485,99.185,262034.75,0.59975
486,107.364375,132533.5,0.4311250000000001
487,101.6,502242.8,0.4192
488,82.277,299333.0,0.16
489,81.39,196840.0,0.398
490,114.01574999999998,150302.25,0.6995
491,101.66,230427.0,0.6859999999999999
492,110.95008000000004,334481.88,0.30916
493,89.32833333333332,310931.0,0.3375
494,115.5736451612903,115267.09677419356,0.316216129032258
495,86.46283333333332,203873.5,0.5118333333333333
496,92.13054545454544,207081.81818181818,0.2311090909090909
497,100.22457142857141,179834.2857142857,0.4857142857142858
498,75.007,218412.0,0.412
499,116.09033333333332,176323.0,0.505
500,127.989,270054.0,0.855
501,88.911,253235.0,0.481
502,86.571,294053.0,0.472
503,111.929,555813.0,0.3670000000000001
504,102.014,237653.0,0.8490000000000001
505,143.16,254213.0,0.555
506,140.28974999999997,190186.5,0.6585000000000001
507,120.619375,145353.5,0.4357500000000001
508,107.091,199991.0,0.715
509,104.139,289227.0,0.318
510,109.986,187932.0,0.522
511,118.992,192800.0,0.579
512,129.938,354240.0,0.31
513,96.6,167741.0,0.39
514,107.02671428571428,225312.57142857145,0.6377142857142858
515,103.974,79653.44444444444,0.6184444444444445
516,103.678,281467.0,0.413
517,135.58800000000002,236958.8,0.4708
518,110.12216666666669,179979.5,0.6088333333333333
519,77.616,94589.0,0.212
520,145.02200000000005,257045.0,0.479
521,87.34949999999998,105935.0,0.478
522,116.718,273379.0,0.6609999999999999
523,139.988,322286.0,0.511
524,139.438,217913.0,0.431
525,90.01400000000002,218932.5,0.8485
526,139.969,228320.0,0.588
527,124.996,376320.0,0.718
528,128.84185217391317,266022.4869565217,0.44801739130434737
529,134.34333333333333,511881.33333333326,0.6756666666666667
530,89.99700000000001,417350.0,0.715
531,109.49678571428568,222377.2142857143,0.6632857142857141
532,132.059,58000.0,0.404
533,128.018,397500.0,0.7190000000000001
534,149.18099999999995,158023.5,0.3945
535,93.668,176707.0,0.5670000000000001
536,122.985,359168.0,0.856
537,131.812,745653.0,0.7120000000000001
538,125.543,293490.0,0.8667499999999999
539,136.56799999999998,396440.0,0.591
540,128.0115,458375.0,0.855
541,123.6582222222222,287099.44444444444,0.7062222222222223
542,129.8088,319640.0,0.8848
543,95.2922,186869.4,0.7202
544,67.74,195226.0,0.441
545,112.92090000000003,277688.0,0.6855
546,126.009,273194.0,0.602
547,121.0292,263853.2,0.7428000000000001
548,99.883,187360.0,0.464
549,128.0075,363750.0,0.6920000000000001
550,132.006,130961.0,0.892
551,73.199,86484.0,0.16699999999999998
552,90.312,239413.0,0.8420000000000001
553,96.463,171178.0,0.5055
554,198.903,143867.0,0.48
555,121.29375,192580.0,0.5230000000000001
